Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G1	YTBSYETUWUMLBZ	C(C(C(CO)O)O)=O	120.042258736	C4H8O4	4	8	4.0	-2.2233	0.073	4	3	77.76	-3.2748
G2	RNZJRDIKDNXKIJ	C(C(C(C(CO)O)O)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1885	0.126	5	4	103.78	-2.0669
G2	PYMYPHUHKUWMLA	C(C(C(C(CO)O)O)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.7907	0.202	5	4	97.99	-2.8744
G2	JIDVIMQFVJVPPX	C(C(C(CN)O)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-3.0054
G2	UQNPMNUVBRVOCQ	C(C(C(CO)O)N)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-2.318
G2	UQPHVQVXLPRNCX	C(CO)(C(CO)O)=O	120.042258736	C4H8O4	4	8	4.0	-2.0422	0.237	4	3	77.76	1.2188
G2	WZDHWMRAASHPBX	C(CN)(C(CO)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.44	0.161	4	3	83.55	0.16273
G2	PEDCQBHIVMGVHV	C(C(CO)O)O	92.047344116	C3H8O3	3	8	3.0	-1.4436	0.159	3	3	60.69	-3.0756
G2	UNXHWFMMPAWVPI	C(C(C(CO)O)O)O	122.0579088	C4H10O4	4	10	4.0	-2.011	0.288	4	4	80.92	-1.1346
G2	RBNPOMFGQQGHHO	C(C(CO)O)(O)=O	106.026608672	C3H6O4	3	6	4.0	-1.7932	0.177	4	3	77.76	-0.2455
G2	JPIJQSOTBSSVTP	C(C(C(CO)O)O)(O)=O	136.037173356	C4H8O5	4	8	5.0	-2.3606	0.306	5	4	97.99	0.99073
G2	MMZWUQKSIXGQLM	C(C(CO)(C(CN)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-2.6205
G2	OUEKYUKJSLEOIU	C(C(CO)(CO)O)=O	120.042258736	C4H8O4	4	8	4.0	-2.202	0.342	4	3	77.76	-4.7871
G2	XUSNIIKGKKSRDZ	C(C(CO)(C(CO)O)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.7694	0.471	5	4	97.99	-2.7515
G2	WITVYMTUWTVRND	C(C(C(CN)O)O)(O)=O	135.053157768	C4H9NO4	4	9	4.0	-4.4852	0.23	5	4	103.78	1.0647
G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-5.6063
G2	FMAORJIQYMIRHF	C1C(C(C(O)O1)O)O	120.042258736	C4H8O4	4	8	4.0	-1.5087	-0.007	4	3	69.92	-3.7555
G2	RNZJRDIKDNXKIJ	C(C(C(C(CO)O)O)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1885	0.126	5	4	103.78	-2.0669
G2	FZHXIRIBWMQPQF	C(C(C(C(C(CO)O)O)O)N)=O	179.079372516	C6H13NO5	6	13	5.0	-3.7559	0.255	6	5	124.01	-1.7276
G2	QSBOQJCOHPCHRB	C(C(C(CN)O)N)=O	118.07422756	C4H10N2O2	4	10	2.0	-3.0189	-0.079	4	3	89.34	-2.2797
G2	JIDVIMQFVJVPPX	C(C(C(CN)O)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-3.0054
G2	UQNPMNUVBRVOCQ	C(C(C(CO)O)N)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-2.318
G2	UAOKRFJFLAUQNR	C(CNCC=O)(C(CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8212	0.237	5	3	86.63	-0.47797
G2	WZDHWMRAASHPBX	C(CN)(C(CO)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.44	0.161	4	3	83.55	0.16273
G2	MMZWUQKSIXGQLM	C(C(CO)(C(CN)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-2.6205
G2	MGKXNCNVFOFGIA	C(C(C(CO)O)(C(CN)O)O)=O	179.079372516	C6H13NO5	6	13	5.0	-3.7346	0.524	6	5	124.01	-2.5821
G2	WITVYMTUWTVRND	C(C(C(CN)O)O)(O)=O	135.053157768	C4H9NO4	4	9	4.0	-4.4852	0.23	5	4	103.78	1.0647
G2	GECVMGDGBBOZSR	C(C(C(CO)NCC=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0023	0.073	5	3	86.63	-0.57747
G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.6211	-0.003	4	3	83.55	-5.6063
G3	TYEPXMQCSLBUQN	C(C(C=O)C(C(CO)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0874	-0.141	5	3	100.62	-5.6063
G3	XGYVTXGBKAEKSN	C(C(CC(C(CO)N)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-5.0932
G3	REQIOPDLGNSWSP	C(CC(C(CO)N)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-4.8734
G3	SKHQXBWWPZVTBL	C(CC(C(C(CN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-2.1929
G3	WCLOIEVAMMWGKD	C(CC(C(C(CO)O)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-1.5855
G3	XIIKTJZKWRJKSI	C(C(C(C(CO)=O)O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.8219	0.151	5	3	94.83	-1.1285
G3	YRBZBJHRIGQRSX	C(C(C(C(CN)=O)O)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.2197	0.075	5	3	100.62	-2.0469
G3	QWVSJAOISGILAV	C(C(C(C(CO)=O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.2197	0.075	5	3	100.62	-3.1158
G3	DPJVCISCLBZLDP	C(CC(C(C(CO)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-0.51952
G3	HWDQZMAZCTUFGO	C(C(C=O)C(CO)(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6683	0.204	5	3	94.83	-4.2201
G3	HCDKHGUYCIRFGC	C(C(C)(C(C(CO)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-0.52167
G3	KFHNTUHHTDAEOF	C(C)(C(C(C(CO)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.2815	-0.063	5	3	94.83	1.7739
G3	GBYNVYGBOCCFCK	C(C(CC(CO)(CO)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3462	0.15	5	3	94.83	-7.593
G3	MRKRITSFTIHTAQ	C(CO)(C(C(C)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.6829	-0.141	4	3	77.76	0.76382
G3	RLJYTLNHFAJLAE	C(CC(CO)(CO)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.7476	0.072	4	3	77.76	-7.1366
G3	IWASYLACXSGJPG	C(C(C(C)O)O)(C(CO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.2503	-0.012	5	4	97.99	-0.13089
G3	IDBTYBMNHBMAOU	C(CC(CO)(C(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.315	0.201	5	4	97.99	-5.2062
G3	RWAJAMVSHPQTTE	C(CC(C(C(CN)=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-1.3709
G3	OEVVJWOUJIUREO	C(CC(C(C(CO)=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-2.4713
G3	ZFLFRQNBEVKBDV	C(C(C=O)C(CO)(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0661	0.128	5	3	100.62	-2.678
G3	FHYSZSPWXQFGGH	C(C(C)(C(C(CN)=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.2608
G3	MSKONFCVYLNJPN	C(C(C)(C(C(CO)=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-7.6463
G3	SQOIZOFSPPKOGH	C(C)(C(C(C(CN)=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	0.94331
G3	QZRMXSVZXCRGAO	C(CO)(C(C(C(C)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-0.23919
G3	OMPVMQXVAIVXEY	C(C(CC(CO)(CN)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-6.0464
G3	PPFTYFJBDQDNLS	C(CN)(C(C(C)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0807	-0.217	4	3	83.55	-0.068344
G3	CXFDMCGOFSDJFK	C(CO)(C(C(C)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0807	-0.217	4	3	83.55	-6.0617
G3	BCDIGRSIKYETOL	C(CC(CO)(CN)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1454	-0.004	4	3	83.55	-5.6031
G3	VHAPTBUJKSFOAY	C(C(CO)O)(C(C(C)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	-6.4295
G3	LBTUWKWHCNBHBP	C(CC(CN)(C(CO)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-2.0457
G3	HQMRFNOKWQUHQC	C(CC(C(CO)(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.315	0.201	5	4	97.99	-3.4615
G3	VPCLNTDBLHAJNA	C(C(C=O)C(C(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0874	-0.141	5	3	100.62	-3.0054
G3	KEZKOUJRKCLMLA	C(C(CC(C(CN)O)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-2.389
G3	GRAYIZYZTZDMHO	C(CC(C(CN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-2.229
G3	MYNDUSHUEWHKOA	C(CC(C(C(CO)N)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-4.6832
G3	AKTMIDGTSNJTSP	C(C(C=O)C(C(CO)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6896	-0.065	5	3	94.83	-3.2748
G3	ZGCHLOWZNKRZSN	C(C(CC(C(CO)O)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-2.6094
G3	ASJSAQIRZKANQN	C(CC(C(CO)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.7689	-0.197	4	3	77.76	-2.4886
G3	VRYALKFFQXWPIH	C(CC(C(C(CO)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.3363	-0.068	5	4	97.99	-2.1384
G3	ZSXYDPAMQLXZSJ	C(C(C(CO)(CO)O)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-4.215
G3	NSKJHRGIUMZEHF	C(CO)(C(C(CN)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	1.1992
G3	ODILWJGXAOWKPR	C(C(CCO)(C(C=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-5.0759
G3	RBDNNFSBBBQPHT	C(C(C(C(CCO)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-3.0129
G3	KAYFMIAIBMIIQD	C(C(C(CO)C(CN)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-2.2367
G3	YBOLBHFYGABWMJ	C(CC(C(C(C=O)N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9464	-0.359	5	3	100.62	-1.3806
G3	AHGCTZMUBPZLOK	C(C(C(CC(C=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9464	-0.359	5	3	100.62	-2.584
G3	RWMSZEVIXBQAJL	C(C(C(CN)O)C(C=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0874	-0.141	5	3	100.62	-2.8904
G3	VNBYXOQOCGWZFJ	C(C(C(CC(CO)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-3.0716
G3	WKIWQZKYQRMNFP	C(CC(CO)(C(C=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-5.3134
G3	DCWPTWSYZMWKIL	C(C(C(CO)=O)C(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-1.5547
G3	VMCCARNNUOIRPT	C(CC(C(C(CN)O)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-1.6032
G3	URYGCMBOMHUVKQ	C(C(C(C(C(C)=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8604	-0.303	5	3	100.62	-0.72993
G3	RFTGWPCIEOLYOI	C(C(C(C)(C(C=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0202	-0.198	5	3	100.62	-2.3326
G3	ZMEILYOCLSHQDN	C(C(C(CC(CN)O)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-0.84811
G3	WXYXERHRDKEISL	C(C(CO)O)(C(CO)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.6096	0.366	5	4	97.99	0.075465
G3	MTPLMYSUTMBRKU	C(CO)(C(CO)N)=O	119.058243148	C4H9NO3	4	9	3.0	-2.44	0.161	4	3	83.55	-4.7512
G3	YHKGTFSEJPIKDQ	C(C(CO)O)(C(CO)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	-5.1851
G3	YECZZWUIAXEARY	C(C(C(C(CO)N)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1885	0.126	5	4	103.78	-5.3553
G3	AVGPOAXYRRIZMM	C(C(C(CO)(CO)O)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.7694	0.471	5	4	97.99	-4.2059
G3	ZAQJHHRNXZUBTE	C(CO)(C(C(CO)O)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.6096	0.366	5	4	97.99	1.085
G3	CMOZXEKFRDIDCA	C(C(C(CO)(CN)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-2.6205
G3	ZGPHAZHLWWSPMV	C(CN)(C(C(CO)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	0.077742
G3	HPQGIDPCWDOJIW	C(CO)(C(C(CO)O)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	-0.90713
G3	FAGPJBHKKUOQAR	C(C(CCO)(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5273	-0.014	5	3	94.83	-4.9991
G3	KTQQRSZBGCOSES	C(C(C(C=O)O)O)(CCO)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-3.6515
G3	JOEMRRCMXVASPX	C(C(C(CO)C(CO)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5085	0.099	5	3	94.83	-2.373
G3	DRFVLWXFACEMHK	C(CC(C(C(C=O)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5486	-0.283	5	3	94.83	-2.4079
G3	ZAZMXMODCOTURY	C(C(C(CC(C=O)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5486	-0.283	5	3	94.83	-3.4916
G3	HIPAGLNATSXMFT	C(C(C(CO)O)C(C=O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6896	-0.065	5	3	94.83	-3.2038
G3	ZNSXGNZNZVWMBM	C(C(C(CC(CO)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-3.8216
G3	IEHDXMKHICIRFU	C(CC(CO)(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5273	-0.014	5	3	94.83	-5.3043
G3	SSUDYWNAIOLNKR	C(C(C(CO)=O)C(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5085	0.099	5	3	94.83	-1.6738
G3	RXVDSZVTHMJWNV	C(CC(C(C(CO)O)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-1.8329
G3	MKKWPESNDMZCAX	C(C(C(C(C(C)=O)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4626	-0.227	5	3	94.83	-1.4318
G3	LTIXNERYDWMFRC	C(C(C(C)(C(C=O)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6224	-0.122	5	3	94.83	-0.55603
G3	QBHBJCPWTMMDIG	C(C(C(CC(CO)O)=O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3675	-0.119	5	3	94.83	-5.4242
G3	IKHXAQXDRKSBCU	C(C(C(C(CN)O)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1885	0.126	5	4	103.78	-2.9555
G3	UFYGCFHQAXXBCF	C(C(CCO)O)(O)=O	120.042258736	C4H8O4	4	8	4.0	-1.3388	-0.093	4	3	77.76	-2.4724
G3	VDSAQEDKJUSZPS	C(C(C(C(CO)O)O)=O)=O	148.037173356	C5H8O5	5	8	5.0	-2.8219	0.151	5	3	94.83	-2.2896
G3	HVTGQMWTDDUILK	C(CO)(C(CN)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.44	0.161	4	3	83.55	1.1617
G3	VMWHZZCFIPURJF	C(C(C(C(CO)N)O)O)O	151.084457896	C5H13NO4	5	13	4.0	-2.9762	0.341	5	5	106.94	-3.2053
G3	KJJPLEZQSCZCKE	C(C(CO)N)O	91.063328528	C3H9NO2	3	9	2.0	-1.8414	0.083	3	3	66.48	-6.3525
G3	HEBKCHPVOIAQTA	C(C(C(C(CO)O)O)O)O	152.068473484	C5H12O5	5	12	5.0	-2.5784	0.417	5	5	101.15	-0.73911
G3	WIFPJDJJFUSIFP	C(C(C(CN)O)O)O	121.073893212	C4H11NO3	4	11	3.0	-2.4088	0.212	4	4	86.71	-0.9671
G3	PMLGQXIKBPFHJZ	C(C(C(CO)O)N)O	121.073893212	C4H11NO3	4	11	3.0	-2.4088	0.212	4	4	86.71	-3.4563
G3	GRJYCUXQJJMRKX	C(C(CO)(C(CN)O)O)O	151.084457896	C5H13NO4	5	13	4.0	-2.9549	0.61	5	5	106.94	-1.9107
G3	HXYJZJOQRLOUPP	C(C(CO)(CO)O)O	122.0579088	C4H10O4	4	10	4.0	-1.9897	0.557	4	4	80.92	-4.2829
G3	SDXWEZQDLHNYFR	C(C(CO)(C(CO)O)O)O	152.068473484	C5H12O5	5	12	5.0	-2.5571	0.686	5	5	101.15	-2.033
G3	KQIGMPWTAHJUMN	C(C(CN)O)O	91.063328528	C3H9NO2	3	9	2.0	-1.8414	0.083	3	3	66.48	-1.462
G3	MTCFGRXMJLQNBG	C(C(CO)N)(O)=O	105.042593084	C3H7NO3	3	7	3.0	-3.9178	0.101	4	3	83.55	-10.074
G3	JBNUARFQOCGDRK	C(C(C(CO)O)N)(O)=O	135.053157768	C4H9NO4	4	9	4.0	-4.4852	0.23	5	4	103.78	-5.6355
G3	OJSKBWPAXWEHAA	C(C(CO)(CO)O)(O)=O	136.037173356	C4H8O5	4	8	5.0	-2.3393	0.575	5	4	97.99	-0.8415
G3	BMYNFMYTOJXKLE	C(C(CN)O)(O)=O	105.042593084	C3H7NO3	3	7	3.0	-3.9178	0.101	4	3	83.55	-0.22742
G3	MLDBXFQIDVIWHU	C(C(C(CO)N)O)(O)=O	135.053157768	C4H9NO4	4	9	4.0	-4.4852	0.23	5	4	103.78	-2.0875
G3	MKIUQSMSVAUTKI	C(C(CO)(C(C=O)O)N)=O	147.053157768	C5H9NO4	5	9	4.0	-3.3795	0.18	5	3	100.62	-3.815
G3	JFFLKTNXBRMQMK	C(C(CO)(C(CC=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-3.1432
G3	ROKUUIAOJQBBFO	C(C(CO)(C(C=O)(C)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9989	0.071	5	3	100.62	-5.986
G3	FZBDPFQWGZJRMP	C(C(CO)(C(C(C)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-2.6494
G3	RJAZOPJVTUZQDS	C(C(CO)(C(C)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2405	-0.112	4	3	83.55	-7.1831
G3	GYLKHSLNLFGTIU	C(C(C(C)O)(C(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-2.6087
G3	WIBFUWRQHYISRX	C(C(C(CO)O)(C(C)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-5.1212
G3	SMFSTUZLWLOMDS	C(C(CN)(C(C=O)O)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.3795	0.18	5	3	100.62	-2.4379
G3	CLUAZGGJJOMMPW	C(CO)(C(CO)(C(C)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.229	0.257	5	4	97.99	1.4137
G3	LXEQBUDYXACQMF	C(CN)(C(CO)(C(C)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6268	0.181	5	4	103.78	0.42398
G3	WKRKESUWTIYINN	C(C(CO)(C(C)O)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-1.98	0.197	5	4	97.99	0.77366
G3	UINMWDACZNCASH	C(C(C(CC=O)O)(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-1.8295
G3	BXCPYHCFLPQIJB	C(C(C)(C(C=O)(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9989	0.071	5	3	100.62	-2.1482
G3	OSQHEPALADDTRX	C(C(CN)(C(C(C)=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.2464
G3	ZQMCPLWIIABZAO	C(C(CN)(C(C)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2405	-0.112	4	3	83.55	-2.9701
G3	ZVWOARHSYMVKBY	C(C(C(C)O)(C(CO)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-6.1632
G3	YAVWISVERGTOHY	C(C(CO)(C(C=O)O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.9817	0.256	5	3	94.83	-2.7559
G3	KMZKNPYVLFCBJR	C(C(CO)(C(CC=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5273	-0.014	5	3	94.83	-2.1049
G3	LLKJMSOIEJAFOF	C(C(CO)(C(C=O)(C)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6011	0.147	5	3	94.83	-2.4059
G3	KSPZMTWVXVIPRP	C(C(CO)(C(C(C)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-1.4805
G3	JQKDKERJPQSZLX	C(C(CO)(C(C)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.8427	-0.036	4	3	77.76	-3.2406
G3	DXBKAMXGCDVWGR	C(C(C(CO)O)(C(C)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4101	0.093	5	4	97.99	-2.8644
G3	BAZNXRDYVGWQMJ	C(C(C(C)=O)(C(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.115
G3	YFWJYQZZYOHJPS	C(C(CO)(CO)N)=O	119.058243148	C4H9NO3	4	9	3.0	-2.5998	0.266	4	3	83.55	-6.6046
G3	XPSKCZZNEAMINR	C(C(CO)(C(CO)O)N)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-3.8255
G3	KNWXMEXZFWGIPP	C(CO)(C(CO)(CO)O)=O	150.05282342	C5H10O5	5	10	5.0	-2.5883	0.635	5	4	97.99	0.20087
G3	SOHAKCGLYBHNOI	C(CN)(C(CO)(CO)O)=O	149.068807832	C5H11NO4	5	11	4.0	-2.9861	0.559	5	4	103.78	-0.92885
G3	WVYAXGDPEPHEBB	C(C(CO)(CN)O)=O	119.058243148	C4H9NO3	4	9	3.0	-2.5998	0.266	4	3	83.55	-3.2116
G3	JEWROQQYJFAKMC	C(C(CO)(C(CO)N)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-6.0283
G3	UZMKAOBHDMJGHD	C(C(C(C)=O)(C(CO)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-1.3297
G3	UQZFQSGVTNRUAU	C(C(CN)(C(CO)O)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1672	0.395	5	4	103.78	-2.5821
G3	LRHFAIBMHJARNQ	C(C(C(C=O)O)N)(O)=O	133.037507704	C4H7NO4	4	7	4.0	-4.6975	0.015	5	3	100.62	-7.7695
G3	YJLHBEWFAGVZAU	C(CC(C(C(O)=O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.2431	-0.255	5	3	100.62	-7.0749
G3	FDEKIUJDQKDLRO	C(C(C)(C(C(O)=O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.3169	-0.094	5	3	100.62	-14.054
G3	QJYMWMDDBANNAM	C(C(C(C(C)=O)O)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.1571	-0.199	5	3	100.62	-4.7995
G3	AYFVYJQAPQTCCC	C(C(C(C)O)N)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.5585	-0.277	4	3	83.55	-12.838
G3	WZQHBGBYQBOKIK	C(C(C(CN)O)(CC=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-3.0502
G3	JYPFTOPPKDHQEW	C(C(C(C=O)O)O)(O)=O	134.021523292	C4H6O5	4	6	5.0	-2.5729	0.091	5	3	94.83	-1.2721
G3	WNQQMTOQQGYXCH	C(CC(C(C(O)=O)O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1185	-0.179	5	3	94.83	-0.6535
G3	AZFXWNDHXWNFRE	C(C(C)(C(C(O)=O)O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1923	-0.018	5	3	94.83	-0.56246
G3	HDGNQJMIIPXNJZ	C(C(C(C(C)=O)O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.0325	-0.123	5	3	94.83	1.8724
G3	LOUGYXZSURQALL	C(C(C(C)O)O)(O)=O	120.042258736	C4H8O4	4	8	4.0	-1.4339	-0.201	4	3	77.76	0.18323
